"","6872-JK-1","6872-JK-2","6872-JK-3","6872-JK-4","6872-JK-51","6872-JK-52-REPREP","6872-JK-53","6872-JK-54","6872-JK-77","11067-JK-10","11067-JK-11","11067-JK-18","11067-JK-19","11067-JK-20","11067-JK-21","11067-JK-22","11067-JK-5","11067-JK-6","11067-JK-7","11067-JK-8","11067-JK-9","12039-JR-1","12039-JR-10","12039-JR-11","12039-JR-12","12039-JR-13","12039-JR-14","12039-JR-15","12039-JR-16","12039-JR-17","12039-JR-18","12039-JR-19","12039-JR-2","12039-JR-3","12039-JR-4","12039-JR-5","12039-JR-6","12039-JR-7","12039-JR-8","12039-JR-9","11391-JR-10","11391-JR-11","11391-JR-12","11391-JR-13","11391-JR-14","11391-JR-15","11391-JR-16","11391-JR-7","11391-JR-8","11391-JR-9"
"Brd8dc",6.21123070344456,6.50252865473858,5.86250245305152,6.21229409616975,6.42255790693563,6.28676803086191,6.2491459427144,6.43000375840214,5.62517812003327,6.10637297739916,6.32244113987103,6.33842702224548,6.00014507108671,6.28619399463649,6.16092271724085,6.13277659273992,6.08332116613662,6.45704785525591,6.34255413020092,6.19545389052131,5.97728966446793,6.32456182753163,6.19110953335278,6.00468487810865,6.39935267321815,6.3657534415473,6.13971602678898,5.89788608107177,6.29913624545134,6.1647093591448,6.32435248819486,6.11779963443493,6.26584733296629,5.9511556981007,6.21467914583129,6.09787755734695,6.35912667985605,5.97027124736315,6.37724617748795,6.33939882338943,6.42666812879275,6.27503433149014,6.27588406396848,6.18444397285618,6.13813549022351,6.1785158574342,6.07905171149932,6.2660675874268,6.11197327408069,6.06668076706319
"Btbd18",5.90794709934436,6.01059534575012,6.19151735768205,5.98626756556637,6.21941270187877,6.310127384259,6.15482458590788,6.14415652756688,5.6134136697606,6.17746895003678,6.05201672243138,5.9637865431332,5.89359545884072,6.17198382448025,6.10902872536025,5.89393352766717,5.92137659016888,6.01072469883089,6.27374141464209,5.91611705287958,6.33390947515018,6.30535576976551,6.1031635369044,6.0583082760736,5.94779787886139,6.04474647344013,6.00359697865254,5.84384080825879,6.17857117481364,6.17109697778612,6.01902675928567,6.06375436162194,6.25122798883092,5.93796167769147,5.93137419221473,5.96717232006308,6.08260325479519,5.81518391879527,6.09609577651011,6.31545326636936,6.14601568882612,6.00524422062255,6.21145840706674,6.13582345010184,5.77846621734104,6.04754132619775,6.04889394237179,6.17395121101345,6.03929352352094,6.01138116595559
"Car5b",9.77040940952651,9.2648614260331,9.58522217030013,9.69397027634071,9.51281352699402,9.58393792285542,9.59465955052978,9.39999036744928,9.63806279908752,9.75769018326476,9.39270769087848,9.49083228834489,9.85081392986229,9.56947129920333,9.64067606696842,9.39087287016878,9.54796201103504,9.4083988912934,9.59564498364291,9.5661657319909,9.51400065216878,9.1342371514392,9.20006205340319,9.24643326786465,9.11192610654976,9.21006774546193,10.0543499655635,9.62742016591425,9.39727479192938,9.36991235845305,10.6692349764693,10.0790060749047,9.6527433256874,10.0633778039806,9.48118802880262,9.72251032129597,9.0946823705923,9.95474456989636,9.52092800233951,9.0581922009205,9.39841267792095,9.24805283389416,9.72885732553871,9.69876427543947,9.5986334233096,9.46678942623704,9.51230877960599,9.50761280804181,9.85513057044223,9.58980171192169
"Cars2",9.21566032091062,9.17674787930175,9.29221134292319,8.99100199311205,9.23763069235474,9.23929705863022,9.35140269943215,9.50142651394612,9.09677077179285,9.25808689611206,9.23072172468198,9.23702494190973,9.21237728108894,9.20394152866226,9.2402602073084,9.1228113799348,9.19433371844051,9.25089047595614,9.34159774594492,9.32957814074944,9.18124165574906,9.38845020004815,9.22020648373105,9.26886491363082,9.33706971054958,9.22043712227156,9.2711654740631,9.299779841152,9.18476042327442,9.18104125236625,9.20957033841358,9.08563793629217,9.2412660887297,9.23348515992978,9.14153023238017,9.19481809996277,9.34686716490736,9.12996749595417,9.19766813938667,9.28528460914227,9.17887288311717,9.28084956774322,9.17861096833978,9.13720417003045,9.1907701153329,9.19126705055486,9.22577051800944,9.29577591765301,9.29253558861392,9.36406463438712
"Ccr8",5.55101770260686,5.78081252136555,5.55101770260686,5.55101770260686,5.55101770260686,5.93520633846948,5.99393498251817,5.8585902982893,5.55101770260686,5.81191214478752,5.55070433400992,5.82878671560089,5.55070433400992,5.55070433400992,5.55070433400992,5.55070433400992,5.93981662602548,5.75164961746746,6.03321508882886,5.76190400813264,5.55070433400992,5.79421320621505,5.8743486796674,5.6907476434102,5.75321037195628,5.783246041903,5.66805467408304,5.66617794624672,5.76880518025083,5.80274823370873,5.44729520183992,5.74805258226075,5.44729520183992,5.72091262089748,5.44729520183992,5.65298337633606,5.82701616830325,5.64954527134536,5.83539822461013,5.77254533104805,5.81503299433174,5.72922222668235,5.79640591786885,6.22522625623936,5.6725835475387,5.47590314158595,5.47590314158595,5.47590314158595,5.88417499508053,5.47590314158595
"Cd40lg",5.53994420452984,5.53994420452984,5.95008312008776,5.53994420452984,5.84460974118644,5.85394051039139,5.53994420452984,5.75763640205133,5.53994420452984,5.51549214605407,5.77565586283167,5.71227803676255,5.51549214605407,5.70491420927448,5.51549214605407,5.51549214605407,5.95020630074924,5.51549214605407,5.7949330196633,5.7266918201768,5.8991810820931,6.33812126639515,5.8355728554462,5.5330513136886,5.83896648380496,5.5330513136886,5.5330513136886,5.5330513136886,5.5330513136886,5.82352126510719,5.74338458956639,5.5330513136886,5.5330513136886,5.5330513136886,5.5330513136886,5.73873948818474,5.5330513136886,5.5330513136886,5.85025317257478,5.85830144289672,5.71354285494451,5.68975180086654,5.82856633306923,6.18575583042355,5.43643271577014,5.43643271577014,5.43643271577014,5.43643271577014,5.97519357005348,5.64589296574672
"Cdc26",10.063396321391,10.0394260509564,9.90960908425857,9.86076319143175,10.1219334111431,10.0241200894705,10.0655720550744,10.1095091556498,9.58611779855685,9.84695964452314,9.87374633370114,10.0134826627496,9.83746142234788,10.0590497676668,9.95511155392865,10.0475320769405,9.98002290778135,10.0550410729022,10.0159699330451,9.98799981157698,10.0348856900798,10.166447189769,9.93483426664788,9.99000763908207,10.114275945792,9.97810628190283,10.0190046158176,9.985477978894,9.95930333724437,9.90437194194824,9.86342179204825,9.88280018890698,9.85085443191591,9.92837256282405,9.92061154590587,9.87802694984784,9.99215122376739,10.0133596550091,10.0520695797128,10.1030024285987,10.0165921935585,10.0511107181245,9.88221369348009,9.88886407318487,9.81149843645546,9.96701476009035,9.9945803378946,10.0173961551597,10.0139469290282,10.1128351007264
"Cdkn2c",9.00223651306726,8.5106220410314,9.1066527893405,8.92405941241672,8.74798899906439,8.59178288580149,8.94085147054254,8.8492056312214,9.09135159605447,8.98435799621094,8.83683841978503,8.91398436362074,8.56958953316465,8.93117227615446,8.96027505378424,9.02780540483014,8.9769682194314,8.68383907795252,8.8043682972993,8.78990693219557,8.87389621029119,8.51885972263739,8.59530694695241,8.91497271643371,8.63182778854235,8.53364989129154,9.19697626096621,8.67465242513849,8.74929059728949,8.72970363900579,9.23332533433767,9.1061133711838,9.35333373627524,9.2183546922177,8.8551403144598,8.80528791156394,8.58264672701544,9.12889425031292,8.73125559000072,8.83266091018235,8.70270303337863,8.99109400678333,8.43219017512571,8.95866855703272,8.78580470156423,8.56603613771872,8.68965052977012,9.27394141046606,9.2022273458316,9.02518558959571
"Cfi",6.58342970605165,6.80196993523364,6.89550998741165,6.47557807329304,6.69192200541205,7.03610173208803,6.89161340874262,6.78752484873687,6.72195422334967,6.42475295570591,6.8684422706584,6.95538730197326,6.21220048103695,6.84176972584765,6.7740972590955,6.63206246668219,6.22705852469101,6.70910515537884,7.21629398726137,7.01039063780681,7.30924446095438,7.27817729863086,6.82374571791164,6.51639848922239,6.82401471381261,6.99639452993503,6.62141274695534,6.5934735540398,6.77968253135292,6.79860926623675,6.71382106089001,6.56286659100235,6.62333866590952,6.72381362697393,6.72530281681201,6.54361066422236,6.84282899259697,6.79098312453992,6.8719240753542,6.90587647649748,6.93016801926157,7.0768611057119,6.36468890124826,6.7984179641898,6.67626770988325,6.78676867188727,7.09952606425707,6.77217991299721,6.52573130790047,6.6200613652401
"Chchd6",8.21898473641085,7.99826943623156,7.9919396844649,8.45881947922069,8.1035904933159,7.991161812103,7.95731367815052,8.12322568410585,8.15520053581218,8.01797746051889,8.07106920800209,8.10306650822502,8.26659338988244,7.93413004784944,8.47338753799985,8.0536726035784,8.15379798729289,7.97708842717237,8.04950712533065,7.96606340676655,8.26498701713537,7.93453749410692,7.98534613902134,8.47967635604974,8.1068134406991,7.97221262741211,8.42569969267821,8.15000226385455,8.1836003648035,8.03083616404882,8.24209386283003,8.19803084498001,8.04626315678903,8.14337833987743,8.06194496236274,7.99842291175928,7.86059902728321,8.1054431044913,8.11757134707899,8.06548403948413,8.04845021496111,8.274555892293,8.17834890408606,8.24570288919899,8.24308654614687,8.13623760355811,8.21100387282585,8.02596999040039,7.96950862623246,7.77658606009213
"Cngb1",6.19524355895779,5.98380313609957,6.23612092594469,5.87987127591818,6.34871854408296,6.15387663816444,6.12013892726684,6.40345904536659,5.74685357776782,6.08543073969364,5.98334058497262,6.05219132755906,5.88155923512568,5.91196608737272,6.14049786835441,6.06365100738102,6.082577486868,6.37519073048152,6.12353126349118,6.34203006295889,6.38214777849974,6.14293222900977,5.86790806328465,6.25962687249639,6.10619110769591,6.16518578900751,6.1898609565434,5.80698495617752,6.13684598990755,6.17389155457575,6.27595610362922,6.25710997548412,5.93182397911219,6.13518722896401,6.15385282984053,5.85339630189221,6.18645035104986,6.19219779676809,6.16598638119861,6.25345897356365,6.27008032149645,6.16011976430427,6.24451680288968,6.02042326184369,6.00784766302124,6.07626524514952,6.00389358418854,6.06878863509025,6.10816629802257,6.22666023462586
"Cnnm2",9.29107662996519,9.29630164806025,9.45228471101453,9.64016130967212,9.06504002761754,8.97582766965021,9.19469374042866,9.33792732784427,9.60772446537397,9.39861819223775,9.276233631995,9.48641841574213,9.52800181112254,9.32413129020077,9.19553859553424,9.27430807133188,9.18662443557761,9.19848083682094,9.46694310530762,9.27351726227005,9.20590105802847,9.44546300203328,9.16638938761117,9.46621609102582,9.26470822976072,9.10254538867761,9.44323022140102,9.19863677880527,9.14261576316713,9.34837255672917,9.71754495391276,9.5147672029007,9.26135712232304,9.57365514187667,9.33279897392032,9.20306707754226,9.14262192544275,9.3294523599809,9.14315773932743,9.2433682016629,9.17056190794953,9.26980861253377,9.42547661376521,9.39910017040518,9.54543691427745,9.20564122418528,9.21200055452201,9.31930996643755,9.29869613101766,9.33289849338053
"Col10a1",7.54377256589797,7.35695852524061,7.67928269842558,7.39171227963809,7.96601183122182,7.63539243255383,7.89220525302482,7.73505064275348,7.56621353075829,7.77923558102599,7.48344680979225,7.5251787270867,7.52335303764289,7.75782120632502,7.41719603063333,7.50896001569174,7.62976781156216,7.78890841161698,7.80234383638813,7.91529897474239,7.55728923684509,8.08857087964895,7.59459863220226,7.4865427900221,7.60523742809476,7.51777905230518,7.7967900555551,7.30569793524198,7.7798701006323,7.7191364787008,7.64640096869491,7.68341581838128,7.53922776255797,7.56381452677773,7.53268296539659,7.45742846926967,7.80301452043176,7.68283763675543,7.5953084245384,7.77557838043454,7.7408864219575,7.87750239542114,7.72552627790963,7.54229649807327,7.28829922144744,7.55819259865601,7.65283546201424,7.64691642348268,7.56975176469664,7.80512600246868
"Cpt2",9.77831543810664,9.52144963742129,9.98338526459389,9.61295570807514,9.54243322133004,9.64752139013467,9.89011674540001,9.69322099005409,10.1602708896205,9.67351347158333,9.7657006246358,9.96413410736267,9.7312165239935,9.7158604805431,9.61025066188399,9.7718988173014,9.60841783786567,9.81548773864073,9.85551043544918,9.71800731250364,9.87622770121869,9.31294703648743,9.64061710163302,9.86904057002524,9.52215291884349,9.62818907430992,10.065459169809,9.92328044216633,9.66260410838836,9.72510898283158,10.2007490488505,10.1462163598821,9.90324696167277,9.84776307296281,9.64615181315971,9.72099168967219,9.46767440430448,9.80674321171214,9.63631334908198,9.69294139642798,9.73574702250055,9.6709068488304,9.61467026043832,9.35056735362325,9.63508455281061,9.834022819581,9.79015384950551,9.81585993537962,10.0691701132256,10.0723386715899
"Cpvl",5.58683834901349,5.58683834901349,5.58683834901349,5.58683834901349,5.80246918000962,5.80908592558994,5.97079002698917,5.58683834901349,5.58683834901349,5.7380943712496,5.66097454514787,5.75496894206297,5.476886560472,5.476886560472,5.66997122103974,5.67806497442475,5.75244615987489,5.82437483834043,5.818864394224,5.476886560472,5.80941450777929,5.45531165832562,5.45531165832562,5.8759921840795,5.76122682844198,5.86630480999419,5.45531165832562,5.67419440273242,5.77682163673652,5.45531165832562,5.75250557509639,5.75606903874645,5.45531165832562,5.72892907738318,5.68903353385031,5.81097450786837,5.89335776658003,5.65756172783106,5.67983265900365,5.68554121633048,5.70198063721476,5.50588381223154,5.50588381223154,5.79182726379231,5.84601982079806,5.50588381223154,5.84294310489314,5.8598778918004,5.50588381223154,5.71534406220812
"Creld1",10.3690013812269,10.3555447488745,10.4573074383245,10.7974856478256,10.2589404548394,10.1734181448752,10.3307318219992,10.0838715745168,10.7908700248987,10.2886103898454,10.4009597416916,10.3705129603954,10.7475299719117,10.3560161230214,10.5675410913455,10.2762764346009,10.5291440399263,10.4042022696644,10.266420221934,10.2277034312602,10.3879783075776,10.3147863196785,10.3559549121542,10.890841270631,10.3193068214094,10.463752351184,10.5100093252365,10.4589089629181,10.3595880054549,10.1986593570022,10.5151546088755,10.3191594248536,10.492645630355,10.3284947807346,10.3654497043268,10.3466818699671,10.4421425171747,10.3810616815293,10.3733936016078,10.2002592449329,10.1737423277725,10.7363537519486,10.7762109510624,10.5108388058635,10.7002823566792,10.4092788904825,10.2936854607918,10.2714200811577,9.99201336122045,10.1552531656667
"Cth",6.67174917756665,6.38016845288801,6.63297742453071,6.65877181664,6.41773144875171,6.41435435463168,6.69944385905732,6.47759311267862,7.1646727880136,6.65023720869842,6.32947824433574,6.66285007917734,6.91727408193089,6.60669340984597,6.75307018390116,6.80253618624788,6.19372729572164,6.5902761495806,6.55687093313148,6.46986576506635,6.82373704204028,6.34310293304996,6.30830262512959,6.80721954095438,6.38979430705426,6.74013581228961,6.7859455417289,6.44501517764005,6.59078193158363,6.58906029437986,7.28421002112782,6.6613969724758,6.50969811999234,6.80959209828949,6.41202525023715,6.78473842019953,6.44842837888815,6.70831298774199,6.5350609801797,6.49515485821426,6.46021608605911,6.32672880817117,7.07101175630264,6.47054884405584,6.72032991520283,6.70895629861923,6.50821594115185,6.62690823541,6.67563245596314,6.56196547546233
"Cttnbp2",7.71030977649376,7.78089286530231,7.92428931114394,7.32732290316082,7.66550741405674,7.81171834334584,8.06440835632756,8.47592414069305,7.5223535611339,7.70284274382473,8.14153920578478,7.73449860116628,7.2391071264879,7.76503949702032,7.21599437140443,7.87902988248609,7.67342163728641,7.85315737784728,8.169503609384,8.31303538534145,8.02313279084357,7.90021249353967,7.966647111809,7.54941254021949,7.70167431580623,7.53015268447971,7.50083970512992,7.95379606331466,7.85601091739706,8.15690698483384,7.85027473986136,7.88620809042299,7.8471287783678,7.80658358182099,7.80479135083105,7.86364476349103,7.95427328437283,7.87288608007882,7.47231300797445,7.90088870197143,8.01182956436886,7.96875870968502,7.07229903303427,7.5002926026503,7.44630858560712,8.01172315498201,7.8223507547122,7.78266436353111,8.16164565179464,8.31404610369884
"Cyp26a1",5.9959948427442,5.87047250391747,6.01623744240639,5.89763460445014,5.95269864032882,5.75370872857087,5.89474672217764,6.02585676533225,5.86767885718852,5.80278860104262,6.24795726351385,5.88189866288569,5.98964881007339,5.96393584104638,5.54158079026502,5.8258604647953,5.73657871074435,5.88906906813345,5.98238989951613,6.05663468419566,6.11502934660986,6.06139605512767,5.81734418944528,5.93550317344156,5.99717392453697,6.13985056586607,5.89644880947483,5.9513410831885,6.02161736570549,5.92492127042276,6.02778196656502,5.88284244785758,5.51482264768767,5.84968445781958,5.84499584270768,5.92516294227241,6.13197930047077,5.51482264768767,5.83202450657386,6.19979269594966,5.9971281665221,6.05776548697631,5.88486051598497,5.8603560593,5.93593186187974,5.86580911148891,5.6579983137763,5.86271817901034,5.94717008786339,6.12473900288271
"Dffb",7.42324570286771,7.55137063562437,7.40343616790117,7.17242927073104,7.49792545401466,7.7753326369193,7.75097550081842,7.6747009236505,7.29656768867568,7.47198922408186,7.50312306989785,7.4020543399738,7.42217395312933,7.55320946010254,7.48701043982791,7.50046640905792,7.41719460153153,7.69858737410912,7.47077544224208,7.49852494259225,7.63620271839094,7.65157505644341,7.36171752113135,7.52696510834798,7.58993459337804,7.33525830831803,7.61776270531884,7.35241537624882,7.73691991672216,7.53348204210943,7.56003122421111,7.248733484383,7.58395953216781,7.50298194932708,7.37222171130511,7.53454373213102,7.56869593713182,7.39159507089071,7.5500865619927,7.57819746209206,7.59298374094518,7.53787013370509,7.38087870031023,7.47777851489273,7.57752306192523,7.60182264548331,7.4682368778578,7.47316819128232,7.32496059452529,7.61587085152042
"Dusp12",8.66466055060278,8.50989718029711,8.3898431236692,8.45462477983459,8.68623678241133,8.78251385925599,8.73097108146362,8.64936367532803,8.54219162984097,8.54872390734137,8.56752499312973,8.66125077369131,8.61219992815453,8.55564947860145,8.41199030722063,8.62351111698528,8.56124511036869,8.75113705571527,8.55522475304147,8.69745720200057,8.66782225735453,8.69995466852335,8.46218531925985,8.72794768381826,8.59684654319827,8.66029096664949,8.41161874296251,8.43642428373862,8.62555831131178,8.58860900245218,8.70532065860053,8.53139599447685,8.69306889421485,8.52737817402843,8.65412167294652,8.6500614987472,8.68560540669979,8.4783392794862,8.59035343741092,8.69666952718206,8.47625599574595,8.70119118073702,8.57974783261506,8.78920055597346,8.5575797520632,8.6320113792166,8.69859077030289,8.66900210102075,8.3334296963576,8.57443813897149
"Dynll2",10.6263600615949,10.3812609221399,10.6652666784164,10.7195188512265,10.5672458824144,10.4015684608778,10.6113825391632,10.5100980075701,10.9900694157345,10.6838413716271,10.4147638927772,10.4752911934865,10.7875888105652,10.7413736891612,10.8153692303251,10.6629204510834,10.5208514211178,10.5037974464736,10.5909395888719,10.5354043580308,10.5648863053303,10.0896707541802,10.510974958257,10.8280335048086,10.6373629866806,10.500968839219,10.7855981667866,10.6017218585268,10.5643672625298,10.4531844831321,10.746008477315,10.5775709680001,10.7624284180308,10.7070321476215,10.6280673464834,10.6638804146716,10.562829116597,10.7400761287508,10.6677183928721,10.5261330603832,10.5016595138182,10.5457444375748,10.7786200289682,10.4950254529822,10.7203531448358,10.5224395323021,10.453051944563,10.8527768286193,10.4517709412196,10.7594146408253
